en	kana	kanji	空念	八雲	長万部	幌別	平取	貫気別	新冠	様似	帯広	釧路	美幌	旭川	名寄	宗谷	落帆	多蘭泊	真岡	白浦	ライチシカ	内路	沙流	千島	占守	幌筵	南千島	弥満別	白浜	新問	多来加	智来	鵜城	根室	千歳	屈斜路	近文	穂別	礼文	足寄	天塩	虻田	白老	富内	春採	十勝	鵡川	有珠	白糠	静内	日高	虹別	荻伏	浦河	斜里	阿寒	伏古	厚真	北見	網走	室蘭	白主	高島	広尾	相浜	芽室	塘路	布伏内	江部乙	萩野	白人	幌満	択捉	音更	高江	三石	藻琴	豊浦
god	かみ	神		kamuy		kamuy					kamuy	apeuciekasi(男の神),apeucihuci(女の神),apeucikamuy(火の神),cepattekamuy(魚を司る神),cepkamuy(魚の神),cisekorkamuy(家の守り神),epunkikamuy(守り神),kantokorkamuy(天を領有する神、天の神),notkorkamuy(岬の神),nupurikamuy(山の神)	kamuy	kamuy(いろいろある),seremak,は《魂》	kamuy	kamuy,mosir,kor,kamuy,,kotan,kor,kamuy					kamuy,,cise,koro,kamuy《氏神》,kimunseremah,-k《山の神》,unci,ahci《火の女神》		kamuy,sermak《家の守り神》,kasikamuy《憑き神》		kamui,(116,161),kamuy(神)									kamuy《神霊》,kamuy《神霊|[神の気]》,kamuyhum《雷|[神の音]》,kotankar,kamuy《阿弥陀如来|[国を拵える神/世界の人を造る神]》,cimayre,kamuy《天子|[あたためて食事をする神]》,nitne,kamuy《閻魔王|[強い神]》,nimam《船神|[木綴る]》,mosir,kamuy《国主|[国の神]》,repun,kamuy《龍神|[沖の神]》																																												
Buddha	ほとけ	仏		potoki							ない		ない	ない		ない					ない		ない											kotankar,kamuy(阿弥陀如来|[国を拵える神/世界の人を造る神])																																												
ghost,apparition	ゆうれい	幽霊		rayramat		tukap					ない		raykurkaskamuy		ramat,(死者の霊.,足がない)	ない					raykuru		aynutukap,,aynusir,,raykamuy											isinnerep(幽霊ばけ物),yaysuru(幽霊ばけ物|[自分を偽る奇妙なもの])																																												
priest,monk	ぼうさん	坊さん	hesuri	hesuri,(sisam)							ponci		ない			ない,tera,kamuy					ない		onkamikur											nupursurutar(僧|[考えて当たる者])																																												
shaman	みこ	巫女		tusukur,,nupurkur		tusumenoko,,nupurmat					,tusukur,はどういう人かよく	tusu《呪術、神様おろし》,tusukur《呪術をする人》	tusukur	tusukur,(但し,“見たことはない”)	tusukur,,nupurkur,(共に男も女も.,何かきくと教えてくれる人)	tusu,utar					tusukuruhi~-hu,[丁],,nupurukuru,[良]		tusukur,,nupurkur,は《占や予言のできる人》						tusu《巫スする、巫術[雅]》,uere《巫ス[日常]》,kinra《巫術[古]》																																																	
to,worship	おがむ	拝む	onkami	onkami		onkami					onkami	koonkami(を拝む),koonkamuy(を拝む),onkami(拝む(おがむ)、礼拝する),onkamuy(拝む(おがむ)、礼拝する)	onkami	onkami	onkami	onkami					手を合わせないでkamuyoritako<<お祈り>>する		onkami(→70(6,7))																																																							
festival	まつり	祭		kamuy,inomi		iway					inomi	inomi(祭り)	inomi								inawkara		inomi,iyomante<<熊祭>>																																																							
funeral	そうしき	葬式		yayyusa,,oitakkote《死者のためにお祈りをする》							oytakkote[動]		oytakkote[動]		amakoray[動],oitakkote,ye《追悼の辞をのべる》	忘れた,oytakkote,(“ナマダムナマダムと言うところ.,文句は忘れた”)					cisemunasinke,ukarakara,okacaakarire《高齢の老人達が死者のためにお祈りをする》		oytakkote《“引導を渡す”》																																																							
to,bury,(the,dead)	ほうむる	葬る		rayot,arura,《野辺送りする》		raykur,eramukanu					ururpa,《野辺送りする》	iomare《埋める》	osura	munnuwe,《野辺送りする》		yayram,nuyna,《土葬にする》					toyka,poye		eyayramnuyna,,etusirkar																																																							
grave,tomb	はか	墓		tusir		tu(y)sir					tusir	casikop《砦の跡、城跡》,casikot《砦の跡、城跡》	nikur	tusir,toy,(kep),tusir	tusir,toyka	toykaske,hokke《埋めた所,墓穴(?)》					hamaskariusikehe,ukarakarausi,[良・老]		tusir,kuwa,-ha《墓標》		ot(墓)									settompa(墓所)																																												
to,play	あそぶ	遊ぶ		sinot		sinot					sinot	kosinewe(･･･に遊びに行く),usinot(ともに遊ぶ)	sinot	sinot	sinot	sinot					hecire		sinot		sinotayeru(遊ぶ),sinoterici(彼らは遊ぶ)																																																					
game,playing	あそび	遊び		sinot,heciri,は《輪になって踊る》		sinot					sinot		sinot	sinot	sinot	sinot,hecire,は《熊踊り》					hecire,sinoh,は《熊がおりの中で繰り返し歩く》		sinot		sinot《演劇》																																																					
toy	おもちゃ	玩具		esinotpe		aisinotpe					ない		ない	esinotpe	esinotpe	ない					ceehecireh,-pihi,(木で色々作る)		esinotpe,nonno,[幼]																																																							
ball	まり	毬		temari							tenmari		ない	ない	ない	ない					ない		katak<<糸を巻いて作った手まり>>																																																							
doll	にんぎょう	人形		inoka							ponaynu,noka,(昔はない)	nipoppo《木製の人形(守り神)》	ない,(人の形を作るとよくない)	ない	ない,(人の形を作ることを嫌う)						niipoopo		poyson,inoka,(昔はない.,人の形を作るとよくない)																																																							
mask	めん	面		ない							ない		ない	ない	ない	ない					ない		ない																																																							
picture,drawing	え	絵		noka,(-ha)		noka,(-ha)					noka,(-ha)		ない,nokaは<<形>>	noka	noka	ない					noka		noka,(-ha)																																																							
to,draw,(a,picture)	えをかく	絵をかく		noka,nuye,noka,kar		nokaha,kar					nokaha,kar	inuye《書く》,nuye《･･･を書く、彫る》,nuynuy《･･･を書く》,nuypa《･･･を書く、彫る》	ない	nokaha,annuye,sirka,nuye《もようを彫る》	nokaha,kar	nokaha,kar《浜の砂や土の上にいろいろな形をかいてみる》,nuye《彫る》					inokakara,noka,karaは《紙の上に物を置いてその形を写しとる》		nokaha,kar		[y]ekem(描く)																																																					
swing	ぶらんこ	ぶらんこ		siratkip		hociyoy					ない		ない	ない	ない	tusisùe					sisuye,cahkapaapa[児]		yoyya																																																							
wrestling	すもう	相撲		ukoterke,[動],uwok《四つに組む》		ukoterke					ukoterke,uhok		uok	ukoterke	ukoterke	ない,ukoterke,ukoyki,wa《酒を飲んで取組み合ってけんかする》					upoh,-k		ukoterke											uok/uwok(角力|[互いに取り合う])																																												
dice	さいころ	賽子		ない							ない		ない	ない	ない	ない					ない		pakutcitama																																																							
flute,pipe	ふえ	笛		mukkur《竹笛》,petkuku《草笛》							mukkur(沙に同じ)		mukkur(沙に同じ)	mukkur	mukkur,cirettekuttar	ない					muhkunhi《竹笛》,pehkutu《ポナで作る草笛》		mukku~mukkuri《いわゆる口琴》(竹製),cirektekuttar《草笛の一種》																																																							
to,whistle,[with,the,lips]	くちぶえをふく	口笛を吹く		par,rekte~panrekte		mawsoro					mawsoro		mawsuro,mawsere(-an)	huse	忘れた	mawsura					mawsura		mawsiro																		mawsiro(-an)																																					
drum	たいこ	太鼓		tayko,sintokoputa,kikkik《行器(ほかい)の蓋を叩く》		tayko,kaco					ない；,tayko[日本語]	kaco(太鼓)	ない	ない	kaco	ない(“宗谷にはないが樺太からの爺さまがやったのをきいた.,tuntumi,かなあ？”)					kaco,,kaco,sitayki～kaco,taa[老]《太鼓をたたく》		ない；,tayko[日本語],,kikkik《太鼓を叩く》,ふつう,sintoko,の蓋を叩く																																																							
to,sing	うたう	歌う		sinotcaki	sinotcaki	sinotcaki	sinotcaki	sinotcaki	sinotcaki	sinotcaki	sinotcaki	不知	sinotcaki	sinotcaki	sinotcaki	sinotcaki	yuukara	yuukara	yuukara	yuukara	yuukara	yuukara			yukar(歌う)																																																					
song	うた	歌		sinotca《節》,oyna《節のついた物語》,yukar《歌謡》,yaysamanena(歌謡の一種),ihunke《子守歌》,upopo《rimse,の囃》		sinotca					yaysama《民謡》		sinotca	yaysamanena,,yukar,,sinotca,,ukooyna,,yaykoyukar,《淋しい時一人でやるはなうたのようなもの》	yukar,,oyna,,sinotca	sinotca,,yaysamanena,《小唄(“日高ではやった”)》,yukar,(“なにわぶしというところ”)					yuukara,,sinohsa,《酒歌》		sinotca(総称),yaysama(-nena)《歌謡の一種》,ほかに,yukar《ユーカラ(英雄叙事詩)》,upopo,sakehaw,等いろいろある.		yukar《歌う》																																																					
story,tale	ものがたり	物語		uwepeker,isoitak,(猟の話等)		uwepeker					tuytak	tuytak《昔話》,tuytap《昔話》,ucaskoma《言い伝え、昔話》,ucaskuma《言い伝え、昔話》,upepeker《昔話》,uwepeker《昔話》	tuytak	uenewsar,tuitak,ukooyna	tuitak,yayrap	yayrappe《昔話》					tuytah,-kihi《昔話》		uwepeker,(伝説・おとぎ話等),newsar,(伝承された歌・物語等の総称.,yukar,oyna,等も含む)		itak,(145)																																																					
dancing,a,dance	おどり	踊り		tapkar,rimse,ontori,(日本式の)							rimse,upopo	rimse《踊る》,rumse《踊る》	tapkar,upopo	tapkar,upopo							ikoashi,tahkara,(老人達が酒とともに踊る踊り)		horippa		kun,rimse《踊る》																																																					
animal	どうぶつ	動物		tusap,siknup							沙に同じ	ankananpe《生きている人、生きているもの》	沙に同じ	siknup	siknup	siknuanpe					,sisnupe,《生きているもの》		,siknup,《生きているもの》		sukowekipi(動物)((M1892))																																																					
beast	けもの	獣		cikoykip,iramantep《猟でとるけもの》,cironnup《山のけもの》		cikoykip					cikoykip		cikoykip	cikoykip	cikoykip	kimuysirun,cironop					usaan,kamuy,(熊,狐,鹿,兎,鼠,鯨,オットセイ等)		cikoykip																																																							
sea,animal	うみのけもの	海の獣		repun,cikoykip							ない,atuy,or,un,cikoykip				atuykaun,cikoykip						atuykamuy		repun,cikoykip																																																							
bird	とり	鳥		cikap,ciri,cikap,cir	cikap	cikap,cikap	cikap	cikap	cikap	cikap	cikap,cikap	cikap,cikap(鳥(とり)),cikappo(小鳥(ことり)),say(群れ(鳥など飛ぶ動物の)),sir(地、山、鳥)	cikap,cikap	cikap,cikap	cikap,cikap	cikap,cikap	cikah	cikap	cikah	cikah	cikah,cikah,-puhu	cikap	cikap,cir,[雅]		chiri,(158),cir(鳥)		cikap(鳥)																																																			
fish	さかな	魚		ciep,c(i)ep	ciep	cep,ciep,ciep,cieppo《小魚》	cep	cep	cep	cep	cep,cep	cep,atak(背割して乾燥させた魚(ウグイやサケなど)),cep(魚),satcep(干し魚),upen-cep(生魚)	cep,cep	cep,cep,ceppo,《小魚》	cep,cep	cep,cep	ceh	cep	ceh	ceh	ceh,ceh,-pihi	cep	cep,cekunip,[雅]		chep(158)		cep(魚)																																																			
worm,insect,bug	むし	虫		kikir,kikir	kikir	kikir,kikir	kikir	kikir	kikir	kikir	kikir,kikir	kikir,horop(湧き水にいる黒っぽい猛毒の虫),kikir(虫),mosospe(ウジ(ハエの幼虫))	kikir,kikir	kikir,kikir	kikir,kikir	kikir,kikir	kikiri	kikiri	kikiri	kikiri	kikiri,kikiri	kikiri	kikir																																																							
male	おす	雄		pinne		pinne,《雄の》,cane,《》					pinne	pinne(男の、雄の)	pinne	pinne	pinne	okkayo					piineh,-pihi,,ohkayo		pinne,《雄の》		pinne,(122),pinnyu《雄犬》																																																					
female	めす	雌		matne,kucan,(主として熊)		matne《雌の》,osne《〃》					matne	matne(女の、雌の)	matne	matne	matne	meneko,matne					mahneh,-pihi,mahtekuh,は人間以外にはあまり使わない		matne《雌の》		manne,(122)																																																					
skin,fur	かわ	皮		kap(魚の),numa,(-ha)(獣の),rus[良]		kap(一般),rus《毛皮》					kap	kapu(皮、外面),rus(皮),tat(ガンビの皮(樺の皮)),tus(皮)	kap(魚の),rus(鳥獣の)	rus	kap(魚・人の),rus《毛皮》	kap(魚・人の),rus					kah,-puhu(魚・人の),rushi(鳥獣の)		kap,rus《毛皮》,petci(はいだばかりの)																																																							
hair	け	毛		numa,(-ha),kiski,(-hi),(一本一本の)		numa,(-ha)					numa	numa(毛),numaus(毛深い)	numa	numa	numa	numa,-ha					numa		numa,(-ha)																																																							
mane	たてがみ	たてがみ		unma,okusut,etop									ossut(u)numa			(uma),otopi					akausnuma		mesas																																																							
horn	つの	角		kiraw,kiraw	kiraw	kiraw,kiraw	kiraw	kiraw	kiraw	kiraw	kiraw,kiraw	kiraw	kiraw,kiraw,kirawtek(-e)	kiraw,kiraw	kiraw,kiraw	kiraw,kirawhe	kiraw	kiraw	kiraw	kiraw	kiraw,kiraw	kiraw	kiraw						kirati(角、つの)																															yukkiraw(-e)																		
tusk,fang	きば	牙		kitemimak,,ikuymimak							eenimak		sikite	sikite	sikite	makun(-i),imak(hi)					kita[老](人間の犬歯には),erimuspe(犬歯も)		sikite																																																							
claw	つめ	爪		am	am	am	am	am	am	am	am	am,am(爪(つめ)),ami(の爪つめ))	ham	am	am	am	aɴ,-m	am	am	am	am	am					am《爪》																																																			
hoof	ひづめ	蹄		am,cikir,am		usis					usis		usis,yukusis(-i)	usis	usis(鹿の)						ronkay(馬・羊・トナカイ等の)		usis																																																							
tail	しっぽ	尻尾		sar,sar(獣・魚の),is(鳥の)	sar	sar,sar,is(鳥の)	sar	sar	sar	akkocike,(魚に限らず)	sar,sar(獣の),okiska(熊の),is(鳥の),akkoci(魚の)	sar,okisika(尻尾),sar(尻尾(長い尻尾)),sara(･･･の尻尾)	sar,sar(獣の),akkoci(魚の),akkoci	sar,sarha,oisi(鳥の),akkuci(魚の)	sar,sar,atkocike(魚の),oisi(鳥の)	sar,sarha(獣の長い),sarenkokor(短い),sar,rukumkor(),akkot,-cihi(魚の),鳥のは忘れた	ohcara	otcara	ohcara,ohcara(ohcar-i)	ohcara,ohcara(ohcar-i)	ohcara,ohcara,-ha~-ihi,[丁](獣の),sarakuh,-pihi(魚の)	otcara	sar(獣の長い),ois(兎や鹿や鳥の短い),okiska(鹿の),atkoci,-ke(魚の)						ohčara(尾)							ciosuy(-e),wakkoci,wakkocike	ois(-i)														atkot(c-i)																											
wing	つばさ	翼		(cikap)rap	rap	tekkup	tekkup	rap	tekkup	rap	tekkup	tekkup	tekkup	tekkup	tekkup	rap	rah	te(k)kup	tehkuh	rah	tehkuh	tekkup																																																								
feather	はね	羽		rap	cikaprap	cikaprap,rap	rap	cikaprap	rap	rap	rap	rap	rap	rap	rap	rap	rah	rap	rah	rah	rah	tap							rah(羽)																																																	
fin	ひれ	鰭		mokrap					tuyrap(-u)		mokrap		mokrap,iputuspone,makiri,makiripone,mekkasikepone,mekkasipone,mokrap(-u),motrap(-i),sattom(-i)	cep,makiri《胸びれ》,mekka,uspe《背びれ》	mokrap	motrap		itomusponi,nohkewmohrah(p-u),ocohcoh,sanekoh(p-i)		akausponi,akusponi,hotoh(k-i),mohrahponi,sarakuh(p-i),takampara	rah,-puhu,mohrah,-puhu		(cep-)mokrap,《胸びれ》,cepmekkauspe《背びれ》										akausponi,akusponi			haspe,makiri,makiripone,mekkasikepone,mekkasipone,mokrap(-u),mokrappone,ninkewuspone,sattok(-i),tuytomunpone,tuytomuspone,wakkocikerap(-u)					mekkauspe,mekkauspepone,mekkauspone		cipiskip(-i)																																			
scales	うろこ	鱗		ramram		ramram					ramram		ranram	ramram	ramram	ramramhu					ranramhu		(cep-)ramram																																																							
